,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
174,rt lgbt itu penyakit bukan gender elu main yih ke rscm atau rs dharmais gimana yang sudah kena aids hiv,"['rt', 'lgbt', 'itu', 'penyakit', 'bukan', 'gender', 'elu', 'main', 'yih', 'ke', 'rscm', 'atau', 'rs', 'dharmais', 'gimana', 'yang', 'sudah', 'kena', 'aids', 'hiv']","['lgbt', 'penyakit', 'gender', 'elu', 'main', 'yih', 'rscm', 'rs', 'dharmais', 'gimana', 'kena', 'aids', 'hiv']","['lgbt', 'sakit', 'gender', 'elu', 'main', 'yih', 'rscm', 'rs', 'dharmais', 'gimana', 'kena', 'aids', 'hiv']"
175,mungkin di tim mereka ada lgbt makanya sempetin nunjukin dukungan,"['mungkin', 'di', 'tim', 'mereka', 'ada', 'lgbt', 'makanya', 'sempetin', 'nunjukin', 'dukungan']","['tim', 'lgbt', 'sempetin', 'nunjukin', 'dukungan']","['tim', 'lgbt', 'sempetin', 'nunjukin', 'dukung']"
176,rt ngotot bener bela lgbt elu pikir elu bisa nongol ke dunia ini dr ortu yg lgbt ya,"['rt', 'ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'bisa', 'nongol', 'ke', 'dunia', 'ini', 'dr', 'ortu', 'yg', 'lgbt', 'ya']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']"
177,rt sin is  sintidak ada dosa lgbt itu lebih besar karena tidak ada dosa besar dan dosa kecil,"['rt', 'sin', 'is', 'sintidak', 'ada', 'dosa', 'lgbt', 'itu', 'lebih', 'besar', 'karena', 'tidak', 'ada', 'dosa', 'besar', 'dan', 'dosa', 'kecil']","['sin', 'is', 'sintidak', 'dosa', 'lgbt', 'dosa', 'dosa']","['sin', 'is', 'sintidak', 'dosa', 'lgbt', 'dosa', 'dosa']"
178,lagu lu sok sok an mendukung lgbtallah swt saja melaknat para pelaku lgbtini kok sok sok an mendukung perbuatan hina,"['lagu', 'lu', 'sok', 'sok', 'an', 'mendukung', 'lgbtallah', 'swt', 'saja', 'melaknat', 'para', 'pelaku', 'lgbtini', 'kok', 'sok', 'sok', 'an', 'mendukung', 'perbuatan', 'hina']","['lagu', 'lu', 'sok', 'sok', 'an', 'mendukung', 'lgbtallah', 'swt', 'melaknat', 'pelaku', 'lgbtini', 'sok', 'sok', 'an', 'mendukung', 'perbuatan', 'hina']","['lagu', 'lu', 'sok', 'sok', 'an', 'dukung', 'lgbtallah', 'swt', 'laknat', 'laku', 'lgbtini', 'sok', 'sok', 'an', 'dukung', 'buat', 'hina']"
179,makanya belajar agama yg benar biar mengerti bagaimana ajaran islam yg benar jgn belajar dgn ulama,"['makanya', 'belajar', 'agama', 'yg', 'benar', 'biar', 'mengerti', 'bagaimana', 'ajaran', 'islam', 'yg', 'benar', 'jgn', 'belajar', 'dgn', 'ulama']","['belajar', 'agama', 'mengerti', 'ajaran', 'islam', 'belajar', 'ulama']","['ajar', 'agama', 'erti', 'ajar', 'islam', 'ajar', 'ulama']"
180,rt marm nabi aja mengutuk lgbt eh lu yg cuma agus nyuruh kita menghormati lgbt pala lo bauk agus,"['rt', 'marm', 'nabi', 'aja', 'mengutuk', 'lgbt', 'eh', 'lu', 'yg', 'cuma', 'agus', 'nyuruh', 'kita', 'menghormati', 'lgbt', 'pala', 'lo', 'bauk', 'agus']","['marm', 'nabi', 'mengutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'menghormati', 'lgbt', 'pala', 'lo', 'bauk', 'agus']","['marm', 'nabi', 'kutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'hormat', 'lgbt', 'pala', 'lo', 'bauk', 'agus']"
181,lgbt,['lgbt'],['lgbt'],['lgbt']
182,tp udah jarang jg liat iklan rokok skrg ini aja tau dri sosmed klo esse seringnya lgbt yg beli ,"['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'ini', 'aja', 'tau', 'dri', 'sosmed', 'klo', 'esse', 'seringnya', 'lgbt', 'yg', 'beli']","['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'dri', 'sosmed', 'esse', 'lgbt', 'beli']","['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'dri', 'sosmed', 'esse', 'lgbt', 'beli']"
183,kenapa dimatikan mbak saat anggota dewan menyinggung masalah lgbt saat rapat paripurna mbak ingin mendapatkan sua,"['kenapa', 'dimatikan', 'mbak', 'saat', 'anggota', 'dewan', 'menyinggung', 'masalah', 'lgbt', 'saat', 'rapat', 'paripurna', 'mbak', 'ingin', 'mendapatkan', 'sua']","['dimatikan', 'mbak', 'anggota', 'dewan', 'menyinggung', 'lgbt', 'rapat', 'paripurna', 'mbak', 'sua']","['mati', 'mbak', 'anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'mbak', 'sua']"
184,rt luar biasa cukup sudah dua periode dikuasai yg ga capable memimpin negeri ini ada lg mau berkuasa tapi mengurus mic aja ga ,"['rt', 'luar', 'biasa', 'cukup', 'sudah', 'dua', 'periode', 'dikuasai', 'yg', 'ga', 'capable', 'memimpin', 'negeri', 'ini', 'ada', 'lg', 'mau', 'berkuasa', 'tapi', 'mengurus', 'mic', 'aja', 'ga']","['periode', 'dikuasai', 'capable', 'memimpin', 'negeri', 'berkuasa', 'mengurus', 'mic']","['periode', 'asai', 'capable', 'pimpin', 'negeri', 'kuasa', 'urus', 'mic']"
185,sin is  sintidak ada dosa lgbt itu lebih besar karena tidak ada dosa besar dan dosa kecil,"['sin', 'is', 'sintidak', 'ada', 'dosa', 'lgbt', 'itu', 'lebih', 'besar', 'karena', 'tidak', 'ada', 'dosa', 'besar', 'dan', 'dosa', 'kecil']","['sin', 'is', 'sintidak', 'dosa', 'lgbt', 'dosa', 'dosa']","['sin', 'is', 'sintidak', 'dosa', 'lgbt', 'dosa', 'dosa']"
186,kenapasihhh nih negara udah tau krisis iklim kekerasan domestik ketimpangan kelas masih gede malah fokus ke lgbt yg ga ngaruh apaapa,"['kenapasihhh', 'nih', 'negara', 'udah', 'tau', 'krisis', 'iklim', 'kekerasan', 'domestik', 'ketimpangan', 'kelas', 'masih', 'gede', 'malah', 'fokus', 'ke', 'lgbt', 'yg', 'ga', 'ngaruh', 'apaapa']","['kenapasihhh', 'negara', 'udah', 'krisis', 'iklim', 'kekerasan', 'domestik', 'ketimpangan', 'kelas', 'gede', 'fokus', 'lgbt', 'ngaruh', 'apaapa']","['kenapasihhh', 'negara', 'udah', 'krisis', 'iklim', 'keras', 'domestik', 'timpang', 'kelas', 'gede', 'fokus', 'lgbt', 'ngaruh', 'apaapa']"
187,rt tingkat intelegensi kaum lgbt jauh lebih rendah dibandingkan dengan hewan yang tidak pernah kawin sejenis,"['rt', 'tingkat', 'intelegensi', 'kaum', 'lgbt', 'jauh', 'lebih', 'rendah', 'dibandingkan', 'dengan', 'hewan', 'yang', 'tidak', 'pernah', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'dibandingkan', 'hewan', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'banding', 'hewan', 'kawin', 'jenis']"
188,rt pejaten lgbt lesbian gay bisexsual transgenderpenyakit terlaknatrasulullah shalallahu alaihi wasallam bers,"['rt', 'pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgenderpenyakit', 'terlaknatrasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']","['pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgenderpenyakit', 'terlaknatrasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']","['pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgenderpenyakit', 'terlaknatrasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']"
189,rt udah tau negara antilgbt deddy ngundang pasangan gay kontroversial lu kira pindah negara kek beli kacang bukannya bikin ,"['rt', 'udah', 'tau', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasangan', 'gay', 'kontroversial', 'lu', 'kira', 'pindah', 'negara', 'kek', 'beli', 'kacang', 'bukannya', 'bikin']","['udah', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasangan', 'gay', 'kontroversial', 'lu', 'pindah', 'negara', 'kek', 'beli', 'kacang']","['udah', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasang', 'gay', 'kontroversial', 'lu', 'pindah', 'negara', 'kek', 'beli', 'kacang']"
190,sea jadi menurut anda lgbt bukan sesuatu yang salah mikir dong kalo,"['sea', 'jadi', 'menurut', 'anda', 'lgbt', 'bukan', 'sesuatu', 'yang', 'salah', 'mikir', 'dong', 'kalo']","['sea', 'lgbt', 'salah', 'mikir']","['sea', 'lgbt', 'salah', 'mikir']"
191,rt ternyata kedubes inggris hanya kibarkan bendera lgbt di indonesia tidak di malaysia ada apa,"['rt', 'ternyata', 'kedubes', 'inggris', 'hanya', 'kibarkan', 'bendera', 'lgbt', 'di', 'indonesia', 'tidak', 'di', 'malaysia', 'ada', 'apa']","['kedubes', 'inggris', 'kibarkan', 'bendera', 'lgbt', 'indonesia', 'malaysia']","['dubes', 'inggris', 'kibar', 'bendera', 'lgbt', 'indonesia', 'malaysia']"
192,rt yang setuju komentar tentang lgbt dari ibhrs retweet gus nadir like https,"['rt', 'yang', 'setuju', 'komentar', 'tentang', 'lgbt', 'dari', 'ibhrs', 'retweet', 'gus', 'nadir', 'like', 'https']","['setuju', 'komentar', 'lgbt', 'ibhrs', 'retweet', 'gus', 'nadir', 'like', 'https']","['tuju', 'komentar', 'lgbt', 'ibhrs', 'retweet', 'gus', 'nadir', 'like', 'https']"
193,rt salah bukan berarti kita seenaknya nindak atau ngehukum mereka emang mereka bikin kejahatan apa ,"['rt', 'salah', 'bukan', 'berarti', 'kita', 'seenaknya', 'nindak', 'atau', 'ngehukum', 'mereka', 'emang', 'mereka', 'bikin', 'kejahatan', 'apa']","['salah', 'nindak', 'ngehukum', 'emang', 'kejahatan']","['salah', 'nindak', 'ngehukum', 'emang', 'jahat']"
194,masih soal lgbt aja matiin mic gimana mo bela nasib muslim se indonesia bisa tutup pintu tuh kantor dpr,"['masih', 'soal', 'lgbt', 'aja', 'matiin', 'mic', 'gimana', 'mo', 'bela', 'nasib', 'muslim', 'se', 'indonesia', 'bisa', 'tutup', 'pintu', 'tuh', 'kantor', 'dpr']","['lgbt', 'matiin', 'mic', 'gimana', 'bela', 'nasib', 'muslim', 'indonesia', 'tutup', 'pintu', 'kantor', 'dpr']","['lgbt', 'matiin', 'mic', 'gimana', 'bela', 'nasib', 'muslim', 'indonesia', 'tutup', 'pintu', 'kantor', 'dpr']"
195,rt ingat dosa bukan hanya buat pelaku tapi orang yang membiarkan dan tidak menolak lgbt mendapat dosa yang sama,"['rt', 'ingat', 'dosa', 'bukan', 'hanya', 'buat', 'pelaku', 'tapi', 'orang', 'yang', 'membiarkan', 'dan', 'tidak', 'menolak', 'lgbt', 'mendapat', 'dosa', 'yang', 'sama']","['dosa', 'pelaku', 'orang', 'membiarkan', 'menolak', 'lgbt', 'dosa']","['dosa', 'laku', 'orang', 'biar', 'tolak', 'lgbt', 'dosa']"
196,rt di highlight story instagram saya telah urai perkara lgbt ini dan bukan hanya lgbt juga tentang syiah dan lainlain,"['rt', 'di', 'highlight', 'story', 'instagram', 'saya', 'telah', 'urai', 'perkara', 'lgbt', 'ini', 'dan', 'bukan', 'hanya', 'lgbt', 'juga', 'tentang', 'syiah', 'dan', 'lainlain']","['highlight', 'story', 'instagram', 'urai', 'perkara', 'lgbt', 'lgbt', 'syiah', 'lainlain']","['highlight', 'story', 'instagram', 'urai', 'perkara', 'lgbt', 'lgbt', 'syiah', 'lainlain']"
197,rt pejaten kaum cebong homo lgbt di cokro gagal dalam operasi yg diberi namakilurahsudah di sebar ke grup grup wa mereka namun ,"['rt', 'pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'di', 'cokro', 'gagal', 'dalam', 'operasi', 'yg', 'diberi', 'namakilurahsudah', 'di', 'sebar', 'ke', 'grup', 'grup', 'wa', 'mereka', 'namun']","['pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'cokro', 'gagal', 'operasi', 'namakilurahsudah', 'sebar', 'grup', 'grup', 'wa']","['pejaten', 'kaum', 'cebong', 'homo', 'lgbt', 'cokro', 'gagal', 'operasi', 'namakilurahsudah', 'sebar', 'grup', 'grup', 'wa']"
198,rt pesan utk para pelaku amp pendukung lgbt masa iya dia lbh punya akal seha,"['rt', 'pesan', 'utk', 'para', 'pelaku', 'amp', 'pendukung', 'lgbt', 'masa', 'iya', 'dia', 'lbh', 'punya', 'akal', 'seha']","['pesan', 'pelaku', 'pendukung', 'lgbt', 'iya', 'lbh', 'akal', 'seha']","['pesan', 'laku', 'dukung', 'lgbt', 'iya', 'lbh', 'akal', 'seha']"
199,bro ingat kaum sodom dizaman kenabiian luth jangan melecehkan pancasila yang sebagai dasar negar,"['bro', 'ingat', 'kaum', 'sodom', 'dizaman', 'kenabiian', 'luth', 'jangan', 'melecehkan', 'pancasila', 'yang', 'sebagai', 'dasar', 'negar']","['bro', 'kaum', 'sodom', 'dizaman', 'kenabiian', 'luth', 'melecehkan', 'pancasila', 'dasar', 'negar']","['bro', 'kaum', 'sodom', 'zaman', 'kenabiian', 'luth', 'leceh', 'pancasila', 'dasar', 'negar']"
200,dimana org tuh memperkecil potensi penularan penyakit kalian malah menaikkan,"['dimana', 'org', 'tuh', 'memperkecil', 'potensi', 'penularan', 'penyakit', 'kalian', 'malah', 'menaikkan']","['dimana', 'org', 'memperkecil', 'potensi', 'penularan', 'penyakit', 'menaikkan']","['mana', 'org', 'kecil', 'potensi', 'tular', 'sakit', 'naik']"
201,lgbt adalah penyakit mental dan bisa disembuhkan republika online mobile,"['lgbt', 'adalah', 'penyakit', 'mental', 'dan', 'bisa', 'disembuhkan', 'republika', 'online', 'mobile']","['lgbt', 'penyakit', 'mental', 'disembuhkan', 'republika', 'online', 'mobile']","['lgbt', 'sakit', 'mental', 'sembuh', 'republika', 'online', 'mobile']"
202,bcd bisa chattan dululgbt lagi btajg astagfirullah jangan gitum ibu ajgajg astagfirullah jangan,"['bcd', 'bisa', 'chattan', 'dululgbt', 'lagi', 'btajg', 'astagfirullah', 'jangan', 'gitum', 'ibu', 'ajgajg', 'astagfirullah', 'jangan']","['bcd', 'chattan', 'dululgbt', 'btajg', 'astagfirullah', 'gitum', 'ajgajg', 'astagfirullah']","['bcd', 'chattan', 'dululgbt', 'btajg', 'astagfirullah', 'gitum', 'ajgajg', 'astagfirullah']"
203,rt komunitas lgbt akan gelar acara di makassar mui sulsel tegas menolak hidayatullah sleman,"['rt', 'komunitas', 'lgbt', 'akan', 'gelar', 'acara', 'di', 'makassar', 'mui', 'sulsel', 'tegas', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'menolak', 'hidayatullah', 'sleman']","['komunitas', 'lgbt', 'gelar', 'acara', 'makassar', 'mui', 'sulsel', 'tolak', 'hidayatullah', 'sleman']"
204,blazer set buat ngantor rating,"['blazer', 'set', 'buat', 'ngantor', 'rating']","['blazer', 'set', 'ngantor', 'rating']","['blazer', 'set', 'ngantor', 'rating']"
205,perilaku lgbt dalam perspektif hukum indonesia thread,"['perilaku', 'lgbt', 'dalam', 'perspektif', 'hukum', 'indonesia', 'thread']","['perilaku', 'lgbt', 'perspektif', 'hukum', 'indonesia', 'thread']","['perilaku', 'lgbt', 'perspektif', 'hukum', 'indonesia', 'thread']"
206,sama aja anyingg tapi trending satu lgbt,"['sama', 'aja', 'anyingg', 'tapi', 'trending', 'satu', 'lgbt']","['anyingg', 'trending', 'lgbt']","['anyingg', 'trending', 'lgbt']"
207,rt kalau gak mampu beli ticket pesawat ke afganistan bilang aja ntar saya sewain pesawat berikut hotel dan akomodasi gak us,"['rt', 'kalau', 'gak', 'mampu', 'beli', 'ticket', 'pesawat', 'ke', 'afganistan', 'bilang', 'aja', 'ntar', 'saya', 'sewain', 'pesawat', 'berikut', 'hotel', 'dan', 'akomodasi', 'gak', 'us']","['beli', 'ticket', 'pesawat', 'afganistan', 'ntar', 'sewain', 'pesawat', 'hotel', 'akomodasi', 'us']","['beli', 'ticket', 'pesawat', 'afganistan', 'ntar', 'sewain', 'pesawat', 'hotel', 'akomodasi', 'us']"
208,james martin sj ruang perjumpaan gereja dan komunitas lgbt via net,"['james', 'martin', 'sj', 'ruang', 'perjumpaan', 'gereja', 'dan', 'komunitas', 'lgbt', 'via', 'net']","['james', 'martin', 'sj', 'ruang', 'perjumpaan', 'gereja', 'komunitas', 'lgbt', 'via', 'net']","['james', 'martin', 'sj', 'ruang', 'jumpa', 'gereja', 'komunitas', 'lgbt', 'via', 'net']"
209,boti dalam hbgn apa boti emg bs untuk arti bonceng tiga bs jg untuk hal yg itu lgbt tp ak jg ga ngerti sieeee,"['boti', 'dalam', 'hbgn', 'apa', 'boti', 'emg', 'bs', 'untuk', 'arti', 'bonceng', 'tiga', 'bs', 'jg', 'untuk', 'hal', 'yg', 'itu', 'lgbt', 'tp', 'ak', 'jg', 'ga', 'ngerti', 'sieeee']","['boti', 'hbgn', 'boti', 'emg', 'bs', 'arti', 'bonceng', 'bs', 'jg', 'lgbt', 'tp', 'ak', 'jg', 'ngerti', 'sieeee']","['bot', 'hbgn', 'bot', 'emg', 'bs', 'arti', 'bonceng', 'bs', 'jg', 'lgbt', 'tp', 'ak', 'jg', 'ngerti', 'sieeee']"
210,rt curhat amin ak seusai miknya dimatikan puan kala menyuarakan bahaya lgbtyang setuju pidanakan,"['rt', 'curhat', 'amin', 'ak', 'seusai', 'miknya', 'dimatikan', 'puan', 'kala', 'menyuarakan', 'bahaya', 'lgbtyang', 'setuju', 'pidanakan']","['curhat', 'amin', 'ak', 'miknya', 'dimatikan', 'puan', 'menyuarakan', 'bahaya', 'lgbtyang', 'setuju', 'pidanakan']","['curhat', 'amin', 'ak', 'mik', 'mati', 'puan', 'suara', 'bahaya', 'lgbtyang', 'tuju', 'pidana']"
211,rt yunianto percayalah tidak ada pelaku lgbt berakhir dengan bahagiakebahagiaan sesaat amp semu yg dikejarberujung pada derita,"['rt', 'yunianto', 'percayalah', 'tidak', 'ada', 'pelaku', 'lgbt', 'berakhir', 'dengan', 'bahagiakebahagiaan', 'sesaat', 'amp', 'semu', 'yg', 'dikejarberujung', 'pada', 'derita']","['yunianto', 'percayalah', 'pelaku', 'lgbt', 'bahagiakebahagiaan', 'semu', 'dikejarberujung', 'derita']","['yunianto', 'percaya', 'laku', 'lgbt', 'bahagiakebahagiaan', 'semu', 'dikejarberujung', 'derita']"
212,rt maaf nihabang kan bela lgbtsya tanyaapa abang mau anak abang jdi lgbtsebab lgbt itu penyakit bang,"['rt', 'maaf', 'nihabang', 'kan', 'bela', 'lgbtsya', 'tanyaapa', 'abang', 'mau', 'anak', 'abang', 'jdi', 'lgbtsebab', 'lgbt', 'itu', 'penyakit', 'bang']","['maaf', 'nihabang', 'bela', 'lgbtsya', 'tanyaapa', 'abang', 'anak', 'abang', 'jdi', 'lgbtsebab', 'lgbt', 'penyakit', 'bang']","['maaf', 'nihabang', 'bela', 'lgbtsya', 'tanyaapa', 'abang', 'anak', 'abang', 'jdi', 'lgbtsebab', 'lgbt', 'sakit', 'bang']"
213,orang lgbt bingung banget sekarang menuju pasca podcast corbuzier maki rezim jokowi karena mereka kini,"['orang', 'lgbt', 'bingung', 'banget', 'sekarang', 'menuju', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi', 'karena', 'mereka', 'kini']","['orang', 'lgbt', 'bingung', 'banget', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi']","['orang', 'lgbt', 'bingung', 'banget', 'pasca', 'podcast', 'corbuzier', 'maki', 'rezim', 'jokowi']"
214,rt opm yg jlas troris kga total lu lawannyamalah disbut sodaratag semarang ganjar pranowo monyet pekalongan puan sodom,"['rt', 'opm', 'yg', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannyamalah', 'disbut', 'sodaratag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannyamalah', 'disbut', 'sodaratag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'pekalongan', 'puan', 'sodom']","['opm', 'jlas', 'troris', 'kga', 'total', 'lu', 'lawannyamalah', 'disbut', 'sodaratag', 'semarang', 'ganjar', 'pranowo', 'monyet', 'kalong', 'puan', 'sodom']"
215,ekokuntadhi kaya gini kok penggiat medsos penebar teror dianggap teroris isi tulisan dg penafsiranya kok kaya,"['ekokuntadhi', 'kaya', 'gini', 'kok', 'penggiat', 'medsos', 'penebar', 'teror', 'dianggap', 'teroris', 'isi', 'tulisan', 'dg', 'penafsiranya', 'kok', 'kaya']","['ekokuntadhi', 'kaya', 'penggiat', 'medsos', 'penebar', 'teror', 'dianggap', 'teroris', 'isi', 'tulisan', 'penafsiranya', 'kaya']","['ekokuntadhi', 'kaya', 'giat', 'medsos', 'tebar', 'teror', 'anggap', 'teroris', 'isi', 'tulis', 'penafsiranya', 'kaya']"
216,krn sdh tidak ada argunemtasi lg utk membenarkan lgbt apalagi dg argumentasi agama maka dg logika ngaw,"['krn', 'sdh', 'tidak', 'ada', 'argunemtasi', 'lg', 'utk', 'membenarkan', 'lgbt', 'apalagi', 'dg', 'argumentasi', 'agama', 'maka', 'dg', 'logika', 'ngaw']","['argunemtasi', 'membenarkan', 'lgbt', 'argumentasi', 'agama', 'logika', 'ngaw']","['argunemtasi', 'benar', 'lgbt', 'argumentasi', 'agama', 'logika', 'ngaw']"
217,rt kaum anus di haramkan ke qatarlgbt kaum laknat emang tak pantas sih di kasih tempat di dunia inilgbt kaum terhina,"['rt', 'kaum', 'anus', 'di', 'haramkan', 'ke', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'tak', 'pantas', 'sih', 'di', 'kasih', 'tempat', 'di', 'dunia', 'inilgbt', 'kaum', 'terhina']","['kaum', 'anus', 'haramkan', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'kasih', 'dunia', 'inilgbt', 'kaum', 'terhina']","['kaum', 'anus', 'haram', 'qatarlgbt', 'kaum', 'laknat', 'emang', 'kasih', 'dunia', 'inilgbt', 'kaum', 'hina']"
218,dirs apakah anda bgn dr lgbtapaanda senang klau klg anda penikmat lobang taiapakah anda bangga dukung penikma,"['dirs', 'apakah', 'anda', 'bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'anda', 'penikmat', 'lobang', 'taiapakah', 'anda', 'bangga', 'dukung', 'penikma']","['dirs', 'bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'penikmat', 'lobang', 'taiapakah', 'bangga', 'dukung', 'penikma']","['dirs', 'bgn', 'dr', 'lgbtapaanda', 'senang', 'klau', 'klg', 'nikmat', 'lobang', 'taiapakah', 'bangga', 'dukung', 'penikma']"
219,rt siang sayang ready skrng open vcs lgbt,"['rt', 'siang', 'sayang', 'ready', 'skrng', 'open', 'vcs', 'lgbt']","['siang', 'sayang', 'ready', 'skrng', 'open', 'vcs', 'lgbt']","['siang', 'sayang', 'ready', 'skrng', 'open', 'vcs', 'lgbt']"
220,rt curahan hati dr inong yang menghadapi langsung pasien lgbt menyedihkan kor,"['rt', 'curahan', 'hati', 'dr', 'inong', 'yang', 'menghadapi', 'langsung', 'pasien', 'lgbt', 'menyedihkan', 'kor']","['curahan', 'hati', 'dr', 'inong', 'menghadapi', 'langsung', 'pasien', 'lgbt', 'menyedihkan', 'kor']","['curah', 'hati', 'dr', 'inong', 'hadap', 'langsung', 'pasien', 'lgbt', 'sedih', 'kor']"
221,rt puan matikan mic saat fraksi pks bahas lgbt tifatul sembiring sarkas mungkin hemat,"['rt', 'puan', 'matikan', 'mic', 'saat', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'mungkin', 'hemat']","['puan', 'matikan', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat']","['puan', 'mati', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat']"
222,rt siaga lindungi keluarga fan masyarakat dari bahaya laten lgbt dan komunisme mereka sailing bahu membahu hancurkan keluarga,"['rt', 'siaga', 'lindungi', 'keluarga', 'fan', 'masyarakat', 'dari', 'bahaya', 'laten', 'lgbt', 'dan', 'komunisme', 'mereka', 'sailing', 'bahu', 'membahu', 'hancurkan', 'keluarga']","['siaga', 'lindungi', 'keluarga', 'fan', 'masyarakat', 'bahaya', 'laten', 'lgbt', 'komunisme', 'sailing', 'bahu', 'membahu', 'hancurkan', 'keluarga']","['siaga', 'lindung', 'keluarga', 'fan', 'masyarakat', 'bahaya', 'laten', 'lgbt', 'komunisme', 'sailing', 'bahu', 'bahu', 'hancur', 'keluarga']"
223,siapa yg bertanggung jawab soal lgbt koruptor triliunan bebas utang numpuk,"['siapa', 'yg', 'bertanggung', 'jawab', 'soal', 'lgbt', 'koruptor', 'triliunan', 'bebas', 'utang', 'numpuk']","['bertanggung', 'lgbt', 'koruptor', 'triliunan', 'bebas', 'utang', 'numpuk']","['tanggung', 'lgbt', 'koruptor', 'triliun', 'bebas', 'utang', 'numpuk']"
224,dirs dlm penciptaan ruh allah sudah menghembuskan asma allah  rosulnya terus saat ruh dah brojol emang si ruh,"['dirs', 'dlm', 'penciptaan', 'ruh', 'allah', 'sudah', 'menghembuskan', 'asma', 'allah', 'rosulnya', 'terus', 'saat', 'ruh', 'dah', 'brojol', 'emang', 'si', 'ruh']","['dirs', 'dlm', 'penciptaan', 'ruh', 'allah', 'menghembuskan', 'asma', 'allah', 'rosulnya', 'ruh', 'dah', 'brojol', 'emang', 'ruh']","['dirs', 'dlm', 'cipta', 'ruh', 'allah', 'hembus', 'asma', 'allah', 'rosulnya', 'ruh', 'dah', 'brojol', 'emang', 'ruh']"
